ispb,nome,nome_reduzido,modalidade_participacao,tipo_participacao,inicio_operacao,data_carga
07122321,CC INTEGRADO - SICOOB INTEGRADO,CC INTEGRADO - SICOOB INTEGRADO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
84156470,CC INTEGRANTES MIN PUBL E PODER JUDIC AP E CE E CCLA PA,CC INTEGRANTES MIN PUBL E PODER JUDIC AP E CE E CCLA PA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,CC INV DE RONDÔNIA - SICOOB CREDJURD,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05597773,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,CC INVESTIMENTO LIVRE ADMISSÃO DO OESTE DE RONDÔNIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
39343350,CC LAR CREDI,CC LAR CREDI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
85291086,CC LITORÂNEA,CC LITORÂNEA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20833992,CC MECUNP,CC MECUNP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
14913919,CC MERCADO IMOBILIÁRIO - SICOOB IMOB.VC,CC MERCADO IMOBILIÁRIO - SICOOB IMOB.VC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71392047,CC MONTECREDI LTDA.,CC MONTECREDI LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05477038,CC NO PIAUÍ - SICOOB PIAUÍ,CC NO PIAUÍ - SICOOB PIAUÍ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
86564051,CC NOROESTE DE MINAS,CC NOROESTE DE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03419786,CC NOSSA SENHORA DO DESTERRO,CC NOSSA SENHORA DO DESTERRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
59869560,CC NOSSO - SICOOB NOSSO,CC NOSSO - SICOOB NOSSO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
22760839,CC NOSSOCREDITO,CC NOSSOCREDITO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81292278,CC ORIGINAL - SICOOB ORIGINAL,CC ORIGINAL - SICOOB ORIGINAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03519240,CC PODER JUD E MP MG,CC PODER JUD E MP MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
17361536,CC REG. COLAR METROPOLITANO VALE DO AÇO LTDA,CC REG. COLAR METROPOLITANO VALE DO AÇO LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
22749014,CC REGIÃO CENTRAL MG,CC REGIÃO CENTRAL MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05392810,CC REGIÃO MERIDIONAL BRASIL,CC REGIÃO MERIDIONAL BRASIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71154256,CC SACRAMENTO,CC SACRAMENTO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01374196,CC SÃO FRANCISCO DE SALES LTDA.,CC SÃO FRANCISCO DE SALES LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05097757,CC SERV FIN CTBA E REG,CC SERV FIN CTBA E REG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03269540,CC SERV MIL POL CIVIL SEC ED,CC SERV MIL POL CIVIL SEC ED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00512839,CC SERV. MUN SANTO ANDRÉ SP - CECRESA,CC SERV. MUN SANTO ANDRÉ SP - CECRESA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04013172,CC SICOOB 3 COLINAS,CC SICOOB 3 COLINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06174009,CC SICOOB ALIANÇA,CC SICOOB ALIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
34148882,CC SICOOB CENTRAL BA,CC SICOOB CENTRAL BA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32615247,CC SICOOB COOPEC LTDA.,CC SICOOB COOPEC LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04174720,CC SICOOB COOPEMAR,CC SICOOB COOPEMAR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
62673470,CC SICOOB COOPMIL,CC SICOOB COOPMIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02528151,CC SICOOB CREDCOOP,CC SICOOB CREDCOOP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02282165,CC SICOOB CREDICONQUISTA,CC SICOOB CREDICONQUISTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
42880617,CC SICOOB CREDITIROS,CC SICOOB CREDITIROS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03535065,CC SICOOB CREDMETAL,CC SICOOB CREDMETAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02935307,CC SICOOB CREDSEGURO LTDA.,CC SICOOB CREDSEGURO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04388688,CC SICOOB ENGECRED,CC SICOOB ENGECRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02447120,CC SICOOB EXTREMO SUL LTDA.,CC SICOOB EXTREMO SUL LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07194313,CC SICOOB HORIZONTE,CC SICOOB HORIZONTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04321309,CC SICOOB INOVA,CC SICOOB INOVA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24610065,CC SICOOB IPÊ,CC SICOOB IPÊ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71506513,CC SICOOB ITAPAGIPE,CC SICOOB ITAPAGIPE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03459850,CC SICOOB METROPOLITANO,CC SICOOB METROPOLITANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02876918,CC SICOOB NORTE SUL,CC SICOOB NORTE SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05582619,CC SICOOB OURO VERDE,CC SICOOB OURO VERDE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02057584,CC SICOOB SERTÃO,CC SICOOB SERTÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02466552,CC SICOOB VALE SUL,CC SICOOB VALE SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26178111,CC UNIÃO CENTRO OESTE LTDA,CC UNIÃO CENTRO OESTE LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
65239402,CC UNIÃO DO CENTRO OESTE DE MINAS,CC UNIÃO DO CENTRO OESTE DE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00075847,CC UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL,CC UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04355489,CC UNICRED COOMARCA,CC UNICRED COOMARCA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01039011,CC UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA,CC UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01727929,CC UNICRED EVOLUÇÃO LTDA.,CC UNICRED EVOLUÇÃO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
74114042,CC UNICRED UNIÃO LTDA - UNICRED UNIÃO,CC UNICRED UNIÃO LTDA - UNICRED UNIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
74064502,CC UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL,CC UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00707903,CC VALE DO CANOAS,CC VALE DO CANOAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02883398,CC VALE ITAJAÍ E ITAPOCÚ,CC VALE ITAJAÍ E ITAPOCÚ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32428294,CCC DO ESP.SANTO - SICOOB ES,CCC DO ESP.SANTO - SICOOB ES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
63917579,CCC DO ESTADO DE SÃO PAULO,CCC DO ESTADO DE SÃO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03502131,CCC DO NORTE DO BRASIL,CCC DO NORTE DO BRASIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00106180,"CCC DOS EST DE MT, MS E MUN DE CACOAL/RO","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00309024,CCC ESTADO MG - CECREMGE,CCC ESTADO MG - CECREMGE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
62931522,CCC ESTADO SP - CECRESP,CCC ESTADO SP - CECRESP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25683434,CCC MINAS GERAIS - CREDIMINAS,CCC MINAS GERAIS - CREDIMINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
80160260,CCC SICOOB CENTRAL SC/RS,CCC SICOOB CENTRAL SC/RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05036532,CCC UNICOOB-SICOOB CENTR UNIC,CCC UNICOOB-SICOOB CENTR UNIC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
53841911,CCI UNINDÚSTRIA,CCI UNINDÚSTRIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41805003,CCLA ALTO SÃO FRANCISCO,CCLA ALTO SÃO FRANCISCO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33615055,CCLA ANÁPOLIS E REGIÃO,CCLA ANÁPOLIS E REGIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71230338,CCLA ARCOS,CCLA ARCOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00869687,CCLA BOA ESPERANÇA,CCLA BOA ESPERANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71146450,CCLA CAMPOS GERAIS E CAMPO DO,CCLA CAMPOS GERAIS E CAMPO DO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25743311,CCLA CARMO DO RIO CLARO,CCLA CARMO DO RIO CLARO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37395399,CCLA CENTRO BRASILEIRA LTDA.,CCLA CENTRO BRASILEIRA LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03102185,CCLA CENTRO NORDESTE - SICOOB CENTRO NORDESTE,CCLA CENTRO NORDESTE - SICOOB CENTRO NORDESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02173447,CCLA CENTRO NORDESTE MINEIRO,CCLA CENTRO NORDESTE MINEIRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03326437,CCLA CENTRO NORTE MT/MS,CCLA CENTRO NORTE MT/MS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07502031,CCLA CENTRO OESTE LTDA.,CCLA CENTRO OESTE LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33579731,CCLA CENTRO-SUL GOIANO,CCLA CENTRO-SUL GOIANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09576849,CCLA CERES E RIALMA LTDA,CCLA CERES E RIALMA LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02232383,CCLA CIRCUITO CAMPOS VERTENTES,CCLA CIRCUITO CAMPOS VERTENTES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03941182,CCLA CIRCUITO DAS ÁGUAS,CCLA CIRCUITO DAS ÁGUAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02338666,CCLA CREDIEMBRAPA,CCLA CREDIEMBRAPA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01667766,CCLA CREDINOVA LTDA. - SICOOB CREDINOVA,CCLA CREDINOVA LTDA. - SICOOB CREDINOVA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02309070,CCLA CREDISIS JICRED,CCLA CREDISIS JICRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02197569,CCLA CREDSAOPAULO,CCLA CREDSAOPAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10209619,CCLA DA GRANDE GOIÂNIA LTDA.,CCLA DA GRANDE GOIÂNIA LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
11907520,CCLA DA PARAÍBA - SICOOB PARAÍBA,CCLA DA PARAÍBA - SICOOB PARAÍBA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02144899,CCLA DA REGIÃO CENTRAL DE RONDÔNIA,CCLA DA REGIÃO CENTRAL DE RONDÔNIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25387713,CCLA DA REGIÃO DE  PARÁ DE MINAS,CCLA DA REGIÃO DE  PARÁ DE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71419600,CCLA DA REGIÃO DE FRUTAL,CCLA DA REGIÃO DE FRUTAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07599206,CCLA DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.,CCLA DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01760242,CCLA DE BH E CIDADES POLO DE MG,CCLA DE BH E CIDADES POLO DE MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04079285,CCLA DE ITAJUBÁ - SICOOB SUDESTE MAIS,CCLA DE ITAJUBÁ - SICOOB SUDESTE MAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
66463407,CCLA DE ITAÚNA E REGIÃO LTDA,CCLA DE ITAÚNA E REGIÃO LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37631058,CCLA DE PALMEIRAS E REGIÃO,CCLA DE PALMEIRAS E REGIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03732359,CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO,CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04181542,CCLA DE PITANGUI E REGIAO LTDA,CCLA DE PITANGUI E REGIAO LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
66262643,CCLA DE POMPEU LTDA.,CCLA DE POMPEU LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09033698,CCLA DE RIO VERDE E REGIÃO,CCLA DE RIO VERDE E REGIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10319386,CCLA DO CENTRO SUL DE MS,CCLA DO CENTRO SUL DE MS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10262276,CCLA DO ESTADO DE SÃO PAULO - SICOOB PAULISTA,CCLA DO ESTADO DE SÃO PAULO - SICOOB PAULISTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
83836114,CCLA DO ESTADO DO PARÁ - SICOOB COOESA,CCLA DO ESTADO DO PARÁ - SICOOB COOESA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09424988,CCLA DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE,CCLA DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01389651,CCLA DO PLANALTO CATARINENSE,CCLA DO PLANALTO CATARINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01692448,CCLA DO PLANALTO SERRANO,CCLA DO PLANALTO SERRANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03427097,CCLA DO SUL CATARINENSE,CCLA DO SUL CATARINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26960328,CCLA DO TOCANTINS,CCLA DO TOCANTINS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
86829827,CCLA DO VALE,CCLA DO VALE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78834975,CCLA DO VALE DO CANOINHAS,CCLA DO VALE DO CANOINHAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02480577,CCLA E DOS ADV,CCLA E DOS ADV,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03862898,CCLA EMPREG DOS CORREIOS - SICOOB COOPERCORREIOS,CCLA EMPREG DOS CORREIOS - SICOOB COOPERCORREIOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78483310,CCLA ITAPIRANGA,CCLA ITAPIRANGA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10143499,CCLA JATAÍ E REGIÃO,CCLA JATAÍ E REGIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01739375,CCLA LAGOA DA PRATA,CCLA LAGOA DA PRATA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01559914,CCLA LESTE E NORDESTE MINEIRO,CCLA LESTE E NORDESTE MINEIRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
14046512,CCLA MARGEM ESQUERDA DO URUCUI,CCLA MARGEM ESQUERDA DO URUCUI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
80959638,CCLA MEIO OESTE CATARINENSE,CCLA MEIO OESTE CATARINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02031139,CCLA MONTES CLAROS,CCLA MONTES CLAROS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71154876,CCLA NOROESTE DE MG CREDIPINHO,CCLA NOROESTE DE MG CREDIPINHO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
23623636,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71297899,CCLA OESTE MINEIRO LTDA-SICOOB,CCLA OESTE MINEIRO LTDA-SICOOB,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01009908,CCLA PARA DE MINAS,CCLA PARA DE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71441406,CCLA PEDRO LEOPOLDO,CCLA PEDRO LEOPOLDO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26178533,CCLA PONTAL DO TRIANGULO,CCLA PONTAL DO TRIANGULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41669227,CCLA PROD RURAIS TRIÂNGULO,CCLA PROD RURAIS TRIÂNGULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
70937271,CCLA PROF SAÚDE UNICRED ALIANÇA,CCLA PROF SAÚDE UNICRED ALIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05158093,CCLA REG LESTE BACIA RIO DOCE,CCLA REG LESTE BACIA RIO DOCE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01736516,CCLA REG. CTR. E OESTE MINEIRO,CCLA REG. CTR. E OESTE MINEIRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01699652,CCLA REGIÃO GUAXUPÉ,CCLA REGIÃO GUAXUPÉ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73422792,CCLA RUBIATABA REGIAO,CCLA RUBIATABA REGIAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06910457,CCLA SANTA CRUZ PALMEIRAS,CCLA SANTA CRUZ PALMEIRAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41707258,CCLA SANTO ANTONIO DO MONTE,CCLA SANTO ANTONIO DO MONTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01657678,CCLA SEBASTIAO PARAISO,CCLA SEBASTIAO PARAISO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
21797311,CCLA SERV POD LEG MG - SICOOB COFAL,CCLA SERV POD LEG MG - SICOOB COFAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07026923,CCLA SICOOB ARENITO PARANÁ / SÃO PAULO,CCLA SICOOB ARENITO PARANÁ / SÃO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
53935029,CCLA SICOOB COOCRELIVRE,CCLA SICOOB COOCRELIVRE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02254376,CCLA SICOOB COOPCREDI,CCLA SICOOB COOPCREDI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25363615,CCLA SICOOB COOPJUS,CCLA SICOOB COOPJUS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
19875244,CCLA SICOOB COPESITA,CCLA SICOOB COPESITA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08795285,CCLA SICOOB CREDIACIL,CCLA SICOOB CREDIACIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00694389,CCLA SICOOB CREDICARU SC/RS,CCLA SICOOB CREDICARU SC/RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01644264,CCLA SICOOB CREDIMEPI,CCLA SICOOB CREDIMEPI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01667352,CCLA SICOOB CREDMISSÃO LTDA.,CCLA SICOOB CREDMISSÃO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07946216,CCLA SICOOB UNIÃO SUDESTE,CCLA SICOOB UNIÃO SUDESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00259231,CCLA SICOOB UNIMAIS METROPOLITANA,CCLA SICOOB UNIMAIS METROPOLITANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02090126,CCLA SICOOB VALCREDI SUL,CCLA SICOOB VALCREDI SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24795049,CCLA SUDOESTE GOIANO,CCLA SUDOESTE GOIANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81367880,CCLA SUL CATARINENSE,CCLA SUL CATARINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26526166,CCLA SUL MARANHENSE - SICOOB SUL MARANHENSE,CCLA SUL MARANHENSE - SICOOB SUL MARANHENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01604998,CCLA SUL MINAS-SICOOB CREDIVAS,CCLA SUL MINAS-SICOOB CREDIVAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07789195,CCLA TRANSPORT RODOV VEICULOS,CCLA TRANSPORT RODOV VEICULOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04876393,CCLA TRÊS FRONTEIRAS,CCLA TRÊS FRONTEIRAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01703620,CCLA UNIÃO CENTRO OESTE MINAS,CCLA UNIÃO CENTRO OESTE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01060307,CCLA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.,CCLA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08742188,CCLA UNIÃO E NEGÓCIOS  - SICOOB INTEGRAÇÃO,CCLA UNIÃO E NEGÓCIOS  - SICOOB INTEGRAÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02587492,CCLA URUBICI,CCLA URUBICI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
19869338,CCLA VALE DO AÇO,CCLA VALE DO AÇO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24830879,CCLA VALE DO ARAGUAIA,CCLA VALE DO ARAGUAIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24799033,CCLA VALE DO PARANAÍBA,CCLA VALE DO PARANAÍBA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01637949,CCLA VALE DO PARANAPANEMA,CCLA VALE DO PARANAPANEMA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78865995,CCLA VALE DO RIO DO PEIXE,CCLA VALE DO RIO DO PEIXE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25683475,CCLA VALE DO RIO GRANDE,CCLA VALE DO RIO GRANDE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81016131,CCLA VALE DO VINHO,CCLA VALE DO VINHO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00968602,CCLA VALE SÃO PATRICIO LTDA,CCLA VALE SÃO PATRICIO LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02335109,CCLA ZONA DA MATA LTDA,CCLA ZONA DA MATA LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78858107,CCLAA AURIVERDE-SICOOB CREDIAL,CCLAA AURIVERDE-SICOOB CREDIAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81014060,CCLAA ITAIPU SICOOB CREDITAIPU,CCLAA ITAIPU SICOOB CREDITAIPU,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02641969,CCLAA NOVA TRENTO,CCLAA NOVA TRENTO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78825023,CCLAA OESTE CATARINENSE,CCLAA OESTE CATARINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81607046,CCLAA SAO MIGUEL DO OESTE,CCLAA SAO MIGUEL DO OESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78825270,CCLAA SICOOB MAXICRÉDITO,CCLAA SICOOB MAXICRÉDITO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08030602,CCM CORRET SEG EST SAO PAULO,CCM CORRET SEG EST SAO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04715685,CCM DESP TRÂNS SC E RS,CCM DESP TRÂNS SC E RS,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
