ispb,nome,nome_reduzido,modalidade_participacao,tipo_participacao,inicio_operacao,data_carga
04463602,COOP SICREDI CEN OEST PAULISTA,COOP SICREDI CEN OEST PAULISTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78907607,COOP SICREDI CENT SUL PR/SC/RJ,COOP SICREDI CENT SUL PR/SC/RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41255225,COOP SICREDI CENTRO PERNAMBUCANA,COOP SICREDI CENTRO PERNAMBUCANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87067757,COOP SICREDI CENTRO SERRA,COOP SICREDI CENTRO SERRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26408161,COOP SICREDI CENTRO-SUL MS/BA,COOP SICREDI CENTRO-SUL MS/BA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06332931,COOP SICREDI CERRADO GO,COOP SICREDI CERRADO GO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
89049738,COOP SICREDI CONFIANÇA,COOP SICREDI CONFIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
19962468,COOP SICREDI COOABCRED RS,COOP SICREDI COOABCRED RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08041950,COOP SICREDI COOPERJURIS,COOP SICREDI COOPERJURIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06078926,COOP SICREDI CREDENOREG,COOP SICREDI CREDENOREG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04886317,COOP SICREDI CREDJURIS,COOP SICREDI CREDJURIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
90729369,COOP SICREDI CULTURAS RS/MG,COOP SICREDI CULTURAS RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
79342069,COOP SICREDI DEXIS,COOP SICREDI DEXIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04525997,COOP SICREDI EDUCAÇÃO RS,COOP SICREDI EDUCAÇÃO RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07070495,COOP SICREDI EMPREENDEDORES,COOP SICREDI EMPREENDEDORES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87733077,COOP SICREDI ESSÊNCIA,COOP SICREDI ESSÊNCIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35571249,COOP SICREDI EVOLUÇÃO,COOP SICREDI EVOLUÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41180092,COOP SICREDI EXPANSÃO,COOP SICREDI EXPANSÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
82527557,COOP SICREDI FRONTEIR PR/SC/SP,COOP SICREDI FRONTEIR PR/SC/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
88471024,COOP SICREDI GERAÇÕES RS/MG,COOP SICREDI GERAÇÕES RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81115149,COOP SICREDI GRANDES LAGOS,COOP SICREDI GRANDES LAGOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37442605,COOP SICREDI GRANDES RIOS,COOP SICREDI GRANDES RIOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
89990501,COOP SICREDI IBIRAIARAS RS/MG,COOP SICREDI IBIRAIARAS RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
84974278,COOP SICREDI IGUAÇU PR/SC E REGIÃO METROP. DE CAMPINAS/SP,COOP SICREDI IGUAÇU PR/SC E REGIÃO METROP. DE CAMPINAS/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
97489280,COOP SICREDI INTEGRAÇÃO BAHIA,COOP SICREDI INTEGRAÇÃO BAHIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26549311,COOP SICREDI INTEGRAÇÃO MT/AP/PA,COOP SICREDI INTEGRAÇÃO MT/AP/PA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81054686,COOP SICREDI INTEGRAÇÃO PR/SC,COOP SICREDI INTEGRAÇÃO PR/SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
91159764,COOP SICREDI INTEGRAÇÃO RS/MG,COOP SICREDI INTEGRAÇÃO RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
90497256,COOP SICREDI INTERESTADOS,COOP SICREDI INTERESTADOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05545390,COOP SICREDI LENÇÓIS,COOP SICREDI LENÇÓIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02924977,COOP SICREDI MEDICRED,COOP SICREDI MEDICRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73113243,COOP SICREDI MORADA DO SOL SP,COOP SICREDI MORADA DO SOL SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03662047,COOP SICREDI MP,COOP SICREDI MP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03065046,COOP SICREDI NOROESTE SP,COOP SICREDI NOROESTE SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
83315408,COOP SICREDI NORTE,COOP SICREDI NORTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02843443,COOP SICREDI NORTE SC,COOP SICREDI NORTE SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
79063574,COOP SICREDI NORTE SUL,COOP SICREDI NORTE SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81192106,COOP SICREDI NOSSA TERRA PR/SP,COOP SICREDI NOSSA TERRA PR/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07206072,COOP SICREDI NOVOS HORIZONTES PR/SP/RJ,COOP SICREDI NOVOS HORIZONTES PR/SP/RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
92796564,COOP SICREDI ORIGENS RS,COOP SICREDI ORIGENS RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87853206,COOP SICREDI OURO BRANCO RS/MG,COOP SICREDI OURO BRANCO RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26529420,COOP SICREDI OURO VERDE MT/PA,COOP SICREDI OURO VERDE MT/PA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
79086997,COOP SICREDI PARANAPANEMA SERRANA PR/SP/RJ,COOP SICREDI PARANAPANEMA SERRANA PR/SP/RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
91586982,COOP SICREDI PIONEIRA RS,COOP SICREDI PIONEIRA RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10736214,COOP SICREDI PLAN CENTRAL,COOP SICREDI PLAN CENTRAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
77984870,COOP SICREDI PLANALT DAS ÁGUAS,COOP SICREDI PLANALT DAS ÁGUAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
88038260,COOP SICREDI PLANALTO RS/MG,COOP SICREDI PLANALTO RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
76059997,COOP SICREDI PROGRESSO PR/SP,COOP SICREDI PROGRESSO PR/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
88099247,COOP SICREDI RAIZES RS/SC/MG,COOP SICREDI RAIZES RS/SC/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
95594941,COOP SICREDI REG CENTRO RS/MG,COOP SICREDI REG CENTRO RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
89468565,COOP SICREDI REG PROD RS/SC/MG,COOP SICREDI REG PROD RS/SC/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
89126130,COOP SICREDI REGIÃO DOS VALES,COOP SICREDI REGIÃO DOS VALES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
70038237,COOP SICREDI RIO GRANDE DO NORTE,COOP SICREDI RIO GRANDE DO NORTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81206039,COOP SICREDI RIO PARANÁ,COOP SICREDI RIO PARANÁ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
72128440,COOP SICREDI RIO RJ,COOP SICREDI RIO RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87510475,COOP SICREDI ROTA DAS TERRAS,COOP SICREDI ROTA DAS TERRAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87900411,COOP SICREDI SEMENTES DO SUL,COOP SICREDI SEMENTES DO SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02923389,COOP SICREDI SERIGY SE/BA,COOP SICREDI SERIGY SE/BA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
90608712,COOP SICREDI SERRANA RS,COOP SICREDI SERRANA RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
82065285,COOP SICREDI SOMA,COOP SICREDI SOMA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32995755,COOP SICREDI SUDOESTE MT/PA,COOP SICREDI SUDOESTE MT/PA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26191078,COOP SICREDI SUL DO MARANHÃO,COOP SICREDI SUL DO MARANHÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87784088,COOP SICREDI SUL MINAS RS/MG,COOP SICREDI SUL MINAS RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03793242,COOP SICREDI SUL SC,COOP SICREDI SUL SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03212823,COOP SICREDI TRADIÇÃO RS,COOP SICREDI TRADIÇÃO RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24654881,COOP SICREDI UNIÃO MS/TO E OESTE DA BA,COOP SICREDI UNIÃO MS/TO E OESTE DA BA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
88894548,COOP SICREDI UNIÃO RS,COOP SICREDI UNIÃO RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87780268,COOP SICREDI UNIESTADOS,COOP SICREDI UNIESTADOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
70431630,COOP SICREDI UNIVALES MT/RO,COOP SICREDI UNIVALES MT/RO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81099491,COOP SICREDI VALE DO PIQUIRI,COOP SICREDI VALE DO PIQUIRI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
95424891,COOP SICREDI VALE DO RIO PARDO,COOP SICREDI VALE DO RIO PARDO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04237413,COOP SICREDI VALE DO SÃO FRANCISCO PE,COOP SICREDI VALE DO SÃO FRANCISCO PE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10348181,COOP SICREDI VALE LITORAL SC,COOP SICREDI VALE LITORAL SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78414067,COOP SICREDI VANGUARDA PR/SP/RJ,COOP SICREDI VANGUARDA PR/SP/RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
72257793,COOP SICREDI VEREDAS,COOP SICREDI VEREDAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32983165,COOP SICREDI VL DO CERRADO,COOP SICREDI VL DO CERRADO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87780284,COOP SICREDI VL JAGUA ZN MATA,COOP SICREDI VL JAGUA ZN MATA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81706616,COOP SICREDI VLR SUSTENT PR/SP,COOP SICREDI VLR SUSTENT PR/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05888589,COOP SUL,COOP SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08253539,COOP SULCREDI AMPLEA,COOP SULCREDI AMPLEA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
08075352,COOP TRANSPOCRED,COOP TRANSPOCRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73443863,COOP UNICRED VALE LTDA.,COOP UNICRED VALE LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02405189,COOP ÚNILOS,COOP ÚNILOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
44373041,COOP UNIPRIME CREDICANA,COOP UNIPRIME CREDICANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01572667,COOP UNIPRIME SUL,COOP UNIPRIME SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73647935,COOP UNIQUE BR LTDA.,COOP UNIQUE BR LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
16779741,COOP V. ALTO VALE,COOP V. ALTO VALE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
82639451,COOP VIACREDI,COOP VIACREDI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87733770,COOP. CRED. POUP. INVEST. CONEXÃO,COOP. CRED. POUP. INVEST. CONEXÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05463212,COOPCENTRAL AILOS,COOPCENTRAL AILOS,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
14568725,COOPCENTRAL DE ECON. E CRÉDITO SICOOB UNIMAIS RIO LTDA.,COOPCENTRAL DE ECON. E CRÉDITO SICOOB UNIMAIS RIO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33416108,COOPCENTRAL SICOOB NOVA CENTRAL LTDA.,COOPCENTRAL SICOOB NOVA CENTRAL LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05938780,COOPER CARD IP,COOPER CARD IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87779625,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71243034,COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA.,COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02179673,COOPERATIVA DE CRÉDITO LIVRE ADMISSÃO SICOOB OURICRED,COOPERATIVA DE CRÉDITO LIVRE ADMISSÃO SICOOB OURICRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
66402207,COOPERATIVA DE CRÉDITO SAROM,COOPERATIVA DE CRÉDITO SAROM,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02475222,COOPSERVIDOR ES,COOPSERVIDOR ES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37880206,CORA SCFI,CORA SCFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
36741675,CORPAG IP,CORPAG IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25606237,CPC VALE DO RIO DOCE,CPC VALE DO RIO DOCE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
27302181,CRED.UFES,CRED.UFES,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
05979692,CREDCREA,CREDCREA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81723108,CREDICOAMO,CREDICOAMO,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39676772,CREDIFIT SCD S.A.,CREDIFIT SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
62109566,CREDISAN CC,CREDISAN CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04632856,CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
05439425,CREDISIS CAPITALCREDI - CCLA DO ACRE LTDA.,CREDISIS CAPITALCREDI - CCLA DO ACRE LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06975532,CREDISIS COOPESA,CREDISIS COOPESA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03222753,CREDISIS CREDIARI COOP LTDA.,CREDISIS CREDIARI COOP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
97259253,CREDISIS CREDIPLAN - COOP DE CRÉD DE LIVRE ADMISSÃO DO PLANA,CREDISIS CREDIPLAN - COOP DE CRÉD DE LIVRE ADMISSÃO DO PLANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04985665,CREDISIS OESTE - CCI DO OESTE,CREDISIS OESTE - CCI DO OESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26563270,CREDISIS PRIMACREDI CC,CREDISIS PRIMACREDI CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03985375,CREDISIS SUDOESTE/RO,CREDISIS SUDOESTE/RO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07494300,CREDISIS/CREDISUL COOPERATIVA DE CRÉDITO,CREDISIS/CREDISUL COOPERATIVA DE CRÉDITO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04608925,CREDJUST - CCM INTEGRANTES DA,CREDJUST - CCM INTEGRANTES DA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,CREDSYSTEM IP,CREDSYSTEM IP,Iniciador,,,2026-05-11 16:41:39.298146
39664698,CREDSYSTEM SCD S.A.,CREDSYSTEM SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
60779196,CREFISA S.A. CFI,CREFISA S.A. CFI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10398952,CRESOL CONFEDERAÇÃO,CRESOL CONFEDERAÇÃO,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
10143743,CREVISC,CREVISC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,CRYSTAL IP,CRYSTAL IP,Iniciador,,,2026-05-11 16:41:39.298146
01896779,CSU DIGITAL IP S.A.,CSU DIGITAL IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,CUMBUCA IP LTDA.,CUMBUCA IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
38224857,DELFINANCE SCD S.A.,DELFINANCE SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
55823094,DELTA GLOBAL SCD S.A.,DELTA GLOBAL SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
48584954,DGBK CREDIT S.A. - SOCIEDADE DE CRÉDITO DIRETO.,DGBK CREDIT S.A. - SOCIEDADE DE CRÉDITO DIRETO.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
25021356,DLOCAL BRASIL IP S.A.,DLOCAL BRASIL IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
91669747,DM SCFI,DM SCFI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
13370835,DOCK IP S.A.,DOCK IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32024691,DOTZPAY IP,DOTZPAY IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
18639407,E2E PAY INSTITUICAO DE PAGAMEN,E2E PAY INSTITUICAO DE PAGAMEN,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
22181404,EASY PAGO,EASY PAGO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
21018182,EBANX IP LTDA.,EBANX IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
13059145,EBURY BCO DE CÂMBIO S.A.,EBURY BCO DE CÂMBIO S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
09089356,EFÍ S.A. - IP,EFÍ S.A. - IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
33449007,EMPRESA DE BENEFÍCIOS IP LTDA.,EMPRESA DE BENEFÍCIOS IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35990763,ENOQ PAY,ENOQ PAY,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33641877,EQUIS BANK,EQUIS BANK,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00714671,EWALLY IP S.A.,EWALLY IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32906701,EXPAG SOLUÇÕES EM PAGAMENTOS,EXPAG SOLUÇÕES EM PAGAMENTOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08673569,F D GOLD DTVM LTDA,F D GOLD DTVM LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39738065,FFCRED SCD S.A.,FFCRED SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
04307598,FIDUCIA SCMEPP LTDA,FIDUCIA SCMEPP LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,FINNET S/A IP,FINNET S/A IP,Iniciador,,,2026-05-11 16:41:39.298146
36266751,FINVEST DTVM,FINVEST DTVM,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
04962772,FISERV DO BRASIL IP,FISERV DO BRASIL IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
13203354,FITS IP,FITS IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
23114447,FLAGSHIP IP LTDA,FLAGSHIP IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33370115,FURNAS,FURNAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
51212088,G5 SCD SA,G5 SCD SA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
11760553,GAZINCRED S.A. SCFI,GAZINCRED S.A. SCFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37763847,GERU SCD S.A.,GERU SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
11165756,GLOBAL SCM LTDA,GLOBAL SCM LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
43394419,GOOGLE PAY BRASIL IP LTDA.,GOOGLE PAY BRASIL IP LTDA.,Iniciador,Indireta,,2026-05-11 16:41:39.298146
33630661,GOWD IP LTDA.,GOWD IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02347114,GREENCRED CC,GREENCRED CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04849745,HBI SCD,HBI SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39669186,HEMERA DTVM LTDA.,HEMERA DTVM LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
27970567,HINOVA PAY IP S.A.,HINOVA PAY IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
44292580,HR DIGITAL SCD,HR DIGITAL SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
07693858,HSCM SCMEPP LTDA.,HSCM SCMEPP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
07136847,HYPER WALLET IP LTDA,HYPER WALLET IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
16695922,ID CTVM,ID CTVM,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
45860531,IDEA MAKER IP LTDA,IDEA MAKER IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
19468242,IFOOD PAGO IP,IFOOD PAGO IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
35340796,INCO SEP S.A.,INCO SEP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
04306351,INDEPENDÊNCIA CC,INDEPENDÊNCIA CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,INFINIA BRASIL IP LTDA.,INFINIA BRASIL IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
82842386,INFOPAGO,INFOPAGO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,INICIADOR IP LTDA,INICIADOR IP LTDA,Iniciador,,,2026-05-11 16:41:39.298146
37511258,INOVANTI IP S.A.,INOVANTI IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
51118615,INTEGRAÇÃO DE CRÉDITO E COBRANÇA SCD,INTEGRAÇÃO DE CRÉDITO E COBRANÇA SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
27810157,IPAG PAGAMENTOS DIGITAIS,IPAG PAGAMENTOS DIGITAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
34747388,ISSUER IP LTDA.,ISSUER IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
60701190,ITAÚ UNIBANCO S.A.,ITAÚ UNIBANCO S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
15111975,IUGU IP S.A.,IUGU IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40475846,J17 - SCD S/A,J17 - SCD S/A,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40735713,JRM2,JRM2,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
49288113,KANASTRA CFI,KANASTRA CFI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
43978697,KIKAI SCD S.A.,KIKAI SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
53908413,KIWIFY IP,KIWIFY IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,KLAVI IP,KLAVI IP,Iniciador,,,2026-05-11 16:41:39.298146
34678263,KREDIT IP S/A,KREDIT IP S/A,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
52833288,LB PAY IP LTDA,LB PAY IP LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,LEND IP LTDA.,LEND IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
,LINA INSTITUICAO DE PAGAMENTO S.A,LINA INSTITUICAO DE PAGAMENTO S.A,Iniciador,,,2026-05-11 16:41:39.298146
34088029,LISTO SCD S.A.,LISTO SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
21995256,MAG IP LTDA.,MAG IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
13884775,MAGALUPAY,MAGALUPAY,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
